I	tàs	naj	/naaɾiʔ/	an	<hycha>	asa, asá
you (singular)	pa	bai	/ammaʔ/	pe	<mue>	baʔa
he	ãːɲã̀ʔ, éka, †awáʔá 	ʔa	/noweʔ/	e	<yse>	eja
we	ũ̀tas 	⊘	/naaɾiɾaʔ/	anmala	<chie>	isa
you (plural)	pahwã́niteh, paʔpaɾi	⊘	/ammaraʔ/	pemala	<mie>	ba
they	éːkawã̀hã́	⊘	/noweɾaʔ/	amala, emala	<yse>	⊘
this	ĩ- ~ ĩɲ, †ihĩː / ihiːɲ	ɪdəˈbajnə	/aˑɾite/	i	<sisy>	uʃa
