five	ã̀wki, õkí	<achíua>	ɨhtiɡwa	aˈsewa	həˈʧĩwə
big	aʔká, ɲã̀ʔtã́h-, ú(ː)já, †naka	<achuikánke>	tiu-kwe-ɡa	awə́nʔ kawa	əˈtemə
long	bìkti	⊘	ri-i-nuk-ka	ˈɡari	ˈwẽ-ʒi-luk-ka
wide	kapòkka, pákpákta	<guanyúnke>	ˈkaʔjeʔ	sɨrum-pɨn-ɡwa-ɡa	ˈwe-pa-ku-e
thick	atíʔpaɾí, √ bìh, bìhbìhna, màssí, pakkapàhná	<kitiangue kuake>	i-nɡewa-ɡa	ˈʧinʧin	ˈwe-l-tok-ka
heavy	 †peha	⊘	ɡɨ a-nʒɨn-ɡa 	mɨ aʔˈzɨna 	hiˈe ak-ˈze
small	ajéʔa, jéʔá	⊘	ˈakwia 	inɡɨ kawa 	ˈnoŋɡuʦe
short	kúk, bóhbón, wìɾwiɾína	⊘	a-ˈkwa-i-ɡa 	koʔˈko	ˈnoŋɡuʦe
arrow	atikisí, pùʔustí, tuɾí	<yunankanáni>	ʒu-pɨn-ɡwa-ɡa	di	ˈniŋ-pa-ku-e
thin	síhsína, wáːwísta 	<yunyuangue kuen>	ʒun nɨ-nuk-ka	ˈdeiru, zuʔ 	ˈni-l-tok-ka, kəlˈdita
woman	kòɾtá	<amia>	mena	aʔˈmi.a	ˈmunʒi
man	aɾhwã́, áɾwã́	<ferúa>	te-rua	ˈʧeirwa	siˈɡi
person	pè(ː)ʃ-ká 	<ferúa>	⊘	⊘	⊘
child	jéʔ-á	⊘	ɡɨmɨ-ntina	ɡəmmɨˈsinɨ	ˈsukkua
wife	-kawá	<amiakasáo>	ˈmena	-aʔˈmi.a	a-seˈwa, ˈmunʒi 
husband	aɾhwã́, áɾwã́	<anchitéru>	-sewa	-ˈʧeirwa	a-seˈwa, siˈɡi 
mother	-kàːkí 	<mama>	abu	-ˈzaku	ˈhəbə
father	-tùs-ká 	<káke>	ade	-ˈkakɨ, -ˈʧeiʧi	ˈhate
animal	jùku	⊘	⊘	⊘	⊘
fish	kuʃã́ ~ uʃã́	<uáka>	waka	ˈwakɨ	diˈʒu
bird	kwás-ká 	<súri>	suri	siˈsi.o	nuˈba
dog	ʃúʃú	<chörma>	kɨnsi	perɨ	ˈpiju
louse	(ʔ)uː	<sanze>	sanze	ku	kuˈwi
snake	ebís-ká	<gúma>	ɡuma	ɡwi.ˈomɨ	ˈtakbi
worm	ʃẽ́ʔ, ʃã́n/ŋ	<ji>	di	zi	ˈdi
tree	pã̀jh-á 	<kandina>	kɨn	kən	ˈkəldi
forest	wã̀ʔka	<kanköna>	kɨn-kɨna	ˈkənkənɨ	taʃima, kəlˈkəldə
stick	pã̀jh-á 	<káne>	kɨn	kən	ˈkəldi
fruit	-wà 	⊘	kɨn-ˈʒi-wa	ˈzə-wa	kəlduˈwẽ
seed	-wàːsá, -wàːsáʔ 	<anchuku>	ʒanduna	zaˈʤuna	ˈzula
leaf	pájaʔa	<kanáte>	kɨn-ata	a-ˈzaʧɨ	kəlˈkẽ
root	pãjhpìská, -pís-ká 	<anchukúcha>	kɨn ʃi-wana	a-ˈkəttɨ	kəʧihuˈalda
bark	pãjhkã́wa	⊘	a-nʒoma	a-zomɨ	kəldiˈhuba
flower	ã̀wh-ã́, flòɾ-ká, -õ̀h-á	<chómua>	ʃoma	tinˈsana	kəlˈhumʃi
grass	tìbi (~ tìwi)	⊘	tiw̃a	ˈkanɨ	kalˈda
rope	mikáteh-á, meskàltòɾʃkaʔá, 	⊘	ʃimbɨn	si,ˈʧuma	nubulˈdi,ˈʃibuldi
	 -tã̀wa, †amajnʃu 				
skin	⊘	⊘	a-nʒoma	⊘	aˈhubə
meat	jùku 	<uíma>	rema, ɡɨˈta	ˈɡəʧɨ	ˈɡatə
blood	ùːɾí(ː) 	<uíchi>	ɨma	ʤwa	ˈəbbi
bone	 √ -kã́h-á 	⊘	kɨ-kɨra	ˈwesu	zəlˈda-xəldə
fat (noun)	-tamúktí 	⊘	manteka	mənˈtekɨ, manˈteka 	mənˈtixa
egg	áʔ, -pónó 	⊘	nikuma	ˈwebu	ɡuˈibu
horn	-ã̀hã́	⊘	kaʃu	ˈkaʧa, ˈkaʧu 	ˈkəʧu
tail	pàɾ-ká 	<duchikána>	duʃ-kɨna	ˈʤoʔo	ˈnuɡɡi
feather	-wĩ̀ːʃ-ká, -ã̀ːsá, kawà(ː)wá 	⊘	dun-ɡɨra	kwi, ˈkwiʔi 	ˈɡəldə
hair	sã́ʔṹs-, -ʔṹs-ká	<shá>, <lhangöne>	ʃa, wiwi	ˈsaɡənɨ, ˈuntɨ	ˈsãi, ˈɡəldə
head	sã́	<chakúku>	ʃaˈmunku	saˈkuku	ˈsaŋ-kəldə
ear	-sũ̀hã́	<kukkuá>	kuˈkwa	ˈkukkwɨ	ˈkuxa
eye	-wà, -wàːsá 	<úma>	uma	ˈumɨ	ˈuba
nose	-tã́jsa 	<michiuña>	sunˈkɨna, mĩʃuˈa 	miˈsuŋɨ, biˈsuŋi 	huˈnu-kkəldə
mouth	-sápa 	<kohkába>	nambuˈnuka	ˈkəkka	ˈkaxa
tooth	kĩ́ʔ-á 	<köhka>	kikˈka	ˈkəkkɨ	huˈaldə
tongue (organ)	ùːwa 	<kurihgöna>	kon-ɡɨra	koˈriʔɡənɨ 	huˈaŋ-ɡəldə
fingernail	-ʃũ̀nã́	<gunahköna>	kusuruma	ˈkomɨ	kəˈʦoma
foot	tahá	<kösá>	kɨˈsa	ˈkəttɨ	ˈkasa
leg	-kapù(ː)k-ká, tahá, †-ʃáɾápáɲá 	<dukakána>	kɨna	ˈʤuʔkwɨ	ˈkəldə
knee	-ʃĩ́h-ká, -ʃĩ́hkã́h-ã́, †kokìsá, †ʃàh-á	<bukühköna>	bɨnkɨˈka	biuˈkənɨ	ˈnuldu
hand	-sàwa 	<gúna><	ˈɡula	ˈɡunnɨ	ˈkau-xəldə
wing	-ã̀ːsá, -wĩ̀ːʃ-ká, †-wĩ̀ːʃatahá 	<kuichikáne>	ɡwi-kɨna	kwi,ˈkwiʔi	ɡikˈkəldə
belly	-ĩʃkja, -ja, †iskìʔá 	<kumáne>	tɨmɨ-kɨna, doaˈbiɡa 	ˈzunkənɨ	ˈdiʒək
guts	áʔsábɾìs-ká, teapahnwa	<kachíru>	ɡa-ʒi-na	ɡaˈsiro	ɡəˈnukʃa
neck	-táwá, -táwásã́	⊘	ɡuanuˈana	ˈɡaʔnɨ	ˈɡaklda
back	-súk-ká, †kɾakɾá, †-kaɾahpak-ká, †ʃaʃakaʔ-á	<yanahtáma>	ʃinʃɨ-kɨra	ˈɡaʔkənɨ	muŋʃiŋ-kəldə
breast	-tùːtu, -màʔmàʔ-ká, 	<tutu>, <péshu>	ˈtudu, peʃu 	tu, peʧu 	suˈmi, taˈba-xəldə
	 -màkmàk-ká, †-kaɾatah-á 				
heart	-tuɾùsã́, †-haɾamak-ká 	<dúcha>	kunʃamanduri	ʤwaˈwika	ˈhanəlduldi
liver	-h(a)ɾá, †neuwa 	<duabíka>	a-nʒ-bita	ˈhiɡɾu	əbˈbitə
to drink	tòk-/tók-k- 	⊘	anɡa	aʔɡ-ən	ˈtuʃ-ĩ
to eat	ã́ʔ-Ø- (ã̀ ~ ẽ̀) 	⊘	ʒa, ɡan 	ɡ-ən, z-ən	ˈzah-ĩ, ˈɡah-ĩ 
to bite	sàhkɾàh-	⊘	kiˈka-a-te	kəˈkus-ən	haulˈdih-ĩ
to suck	aʔús-k, bís-k-, sùh-	⊘	a-nziz-i	aʔ ˈdis-ən 	ˈnus-ɡu-i
to spit	ʃũ̀(ː)n-/ʃũ̀(ː)h- 	<kahkarituábi>	⊘	⊘	⊘
to vomit	àʔ-t-, àʔ-t- 	⊘	i-waʒ-i	reʔˈwəŋ-ən	i-ˈwãn-ĩ
to blow	aʔùk-k-, †húk-k- 	⊘	ʃwiʃ-i 	kəˈwis-ən	huˈiʃ-ĩ 
to breathe	 √ samàk-t-, simák-t-, √ simas- 	⊘	⊘	⊘	⊘
to laugh	aɾkõ̀h-, -kah-, √ -kõ̀h-, †akakah-, †aɾkah- 	⊘	⊘	⊘	⊘
to see	ʃã̀ʔ-/ʃẽ̀ʔ-Ø 	⊘	tu-ˈa	ʧw-ən, ˈwaʔk-ən 	ˈtũw-i
to hear	wèʃ-k- 	⊘	nɨkˈkwa	ˈnoʔkw-ən	ˈnukʃ-ĩ
to know	aɾíɾ-Ø, kahíɾ- 	⊘	k-ʒan-ti-kwa-ɡa	aˈɡənkw-ən	ak-kuˈald-i
to think	amã́jʃ-(k-), éːɾ-Ø- 	⊘	ɨ-ɡwaʒ-i	aˈruŋ-ən	ˈhaŋ-ɡu-i
to smell	aũ̀h-, õ̀h- 	⊘	nɨ-kɨ-natuʒ-i 	reʔbuss-ən	aˈhuma ʒiɡ-ˈzu-kku-ĩ 
to fear	akatìʔ-	⊘	zen k-ɨ-ˈnaʃ-i 	ˈʧouʧou kə-ˈnak-ən	ˈʒe ak-ˈzeʃ-ĩ 
to sleep	òː-k-	<kamam pariáo>	kɨɲ-a-i	ˈkəmm-ən	kəˈbaʃ-ĩ
to live	ʃà-/ʃì-Ø 	⊘	⊘	⊘	⊘
to die	⊘	⊘	wiˈda, wiz-i 	ˈwiʧ-ən	ʃuˈiʃ-ĩ 
to kill	ahmàs-k-, amàs-k-, 	⊘	ɡwaʒ-i	ˈɡwak-ən	ɡuˈaʃ-i
	 atab(u)ɾùk-k-				
to fight	anúk-k, aunúk-k-, †anu- 	⊘	⊘	⊘	⊘
to hunt	ahmàs-k, aːkapɾóh-, amàs-k- 	⊘	⊘	⊘	⊘
to hit	kã́ʔ- / kĩ́ʔ- 	⊘	ˈpaʃ-i	aɡuˈpəss-ən	ˈmuʃi
to cut	 √ kaɾs-k-, tàs-k-, wàɾʃ-k- 	⊘	koʃ-i	reʔˈbeis-ən 	ˈmeŋ-ɡu-i
to split	kaɾàh- (> kʔɾàh-), √ kaɾs-k- 	⊘	kwɨn-nti-i 	ˈkəttiˈrus-ən	ʃ-kuˈəl-ɡu-i 
to stab	póɾ-k- 	⊘	⊘	⊘	⊘
to scratch	bèɾs-k-, jàs-k- 	⊘	⊘	⊘	⊘
to dig	áɾ-k- 	⊘	ka-kwi-i	aʔˈpoʔs-ən	kuˈih-ĩ
to swim	tapéːh- 	⊘	wekub-i 	punˈten-ən	huˈẽn-i
to fly	àːkapéʃ-k-, √ -kapèʃ-k- 	⊘	sɨr-ˈan	ˈdrin-ən, ˈdrun-ən 	huehuˈen-ĩ 
to walk	nà-/nè-Ø, tàhtèʃ-k-, †kapìs-k- 	⊘	naj-an, na-i 	nain	ˈnẽh-i
to come	 √ -poʔ-, teʃkíʃoɾ-ká tèʔ-k- 	⊘	nak-an	ˈnak-ən	ˈnaʃ-ĩ
to lie (as in a bed)	apìʃ-k- 	⊘	ɡewa-i	aˈɡak-ən, ˈpənkw-ən	ɡekuˈəld-i
to sit	àʃàh- (à ~ ì) 	⊘	a-ku-teʃ-i	ˈas-ən	i-ˈʒoʃ-ĩ, i-ˈʒaʃ-ĩ 
to stand	tapèːh- 	⊘	te muʃ-i 	nuˈɡwen-ən	ak-ˈldoʃ-ĩ, ak-ˈldaʃ-ĩ 
to turn (intransitive)	tàwaɾàːk-k-, tawàɾaʃàh-/-ʃíh- 	⊘	⊘	⊘	⊘
to fall	ã́h- (ã́ ~ ã́j), náh-, náhápìʃ-k-, tawàɾʃ-k- 	⊘	ʃeʒ-i, a-ʃeʒ-i 	wˈaʔn-ən	ˈpen-i
to give	ã̀h- (ã̀ ~ ẽ̀), wìːʃ-Ø, †wis- 	⊘	a-kau-i	aʔˈwes-ən	ak-ˈkãuw-i
to hold	sukùh- 	⊘	apan-a-twan	riˈɡis-ən	ak-suˈi, ak-ˈpan-i
to squeeze	mijõ̀ʃ-k, pèːka-, witíh-	⊘	tɨnɡ-apan-a 	ˈkaɨ reʔˈɡaw-ən 	ak-ˈbaŋ-ɡu-i
to rub	bèɾs-k-, èɾʃ-k- 	⊘	sinˈsɨn 	aʔsiˈris-ən	ʃət-ˈʃət-ɡu-ĩ 
to wash	akamàs-k-, súk- (~ sùk- ?), †amas-k- 	⊘	a-tuʃ-i, i-tuʃ-i 	aʔˈʧukkw-ən	i-ˈhiʒ-i 
to wipe	⊘	⊘	⊘	⊘	⊘
to pull	ĩh- 	⊘	ɡɨʒ-i	wəˈrəss-ən 	suˈət-ɡu-ĩ
to push	aɾã́s-k- 	⊘	ˈɨrkɨt-i	araʔˈtwis-ən	jo axa-ˈldeʃ-i 
to throw	aɾtṹh-, √ kás-k-, kásnàʔ-, kástòːk-k- 	⊘	wasisi	aʔˈpəss-ən	u-ˈtẽh-i
to tie	bɾìː-k-, istìk-k-, tìk-k- 	⊘	ri-nʒi-i 	ˈaʔʤ-ən	i-ˈttih-ĩ 
to sew	poɾ-k- 	⊘	ʃi-iˈu-ʃi	ˈkuʤ-ən	ʃi-hiˈũw-i
to count	awèʃ-k- 	⊘	⊘	⊘	⊘
to say	aʔìʃ-k-, ɲã̀h-(ã̀ ~ ẽ̀), √ -paʃ- 	⊘	ɨ-ɡ-w-i-i, ɡwaʃ-i 	ʒ-ən, ɡwak-ən 	ak-ˈbẽh-i, ɡuˈaʃ-i 
to sing	ijèʃ-k- 	⊘	ʒa-mai-i	zaˈmaʒ-ən	zu-ˈbẽh-i
to play	abɾìh-, únúʃ-t- 	⊘	⊘	⊘	⊘
to float	⊘	⊘	⊘	⊘	⊘
to flow	awìʔwàɾ-t- 	⊘	⊘	⊘	zaˈbih-ĩ
to freeze	 †sajnis-t- 	⊘	⊘	ən-kəˈʧan-ən	⊘
to swell	põːk-t- 	⊘	ri-ɡwiʒ-i	ˈwin-ən	i-ˈhiʒ-ĩ
sun	ã̀ː, †hak, †haʔá 	<koköbúnyo>	mamaduˈisa ˈʤui, ˈmamon ʤuˈisa 	ʤwi	niˈũwi
moon	jawí, jiwí (~ juwí) 	<sakaméru>	saɡa, sibiˈa-kukwi	ˈtima	ˈsaxa
star	piɾíwá	<sikúku>	ʒandumaja	wiraˈkoʔku	zuˈmeja
water	asò, asowàʔ	<dita>	di-ra, ˈʤira 	ʤe	ˈni
rain	 †paɾmi 	<dináshui>	di-wa, ʒiuamˈburu	ˈʤewɨ	ˈni-xəldə
river	asò, asowàʔ, †paɾmi 	<díta>	dukˈʃwi, dukˈʃui, ˈtokʃi	ʤeˈswi	ˈnina
lake	lawùnah-á 	<pósu>	a-ku-di-wa	ˈʤiwi	ˈniwa
sea	také	⊘	dibu	ˈʤiwɨ	ˈni-buni
salt	také	<nöngüi>	nɨnɡu	ˈnəɡɡwɨ	ˈnəkku
stone	asà, sàʔ 	<aguína>	ɨnɡina	ˈaʔnɨ	ˈhəɡɡi
sand	 √ sujaɾs, úʔu 	<unyu>	unʒu	ˈuzu	uˈwĩ
dust	 √ puk-, tikó (~ tokó), tokó, †kakkú 	⊘	katumawa 	kaʔ-ˈpurɨ	kak-si-ˈbuldi
earth	kùk-ká, kúk-ká (esp. in derived forms) 	<nebinyàku>	kɨn-ɡɨma	ˈkaʔa	ˈkaɡɡi
cloud	wanàk-ká 	<múña>	moɲa sen 	ˈməɲɨ	ˈmauwi
fog	wanàk-ká 	⊘	moɲa-nɡena	⊘	mauŋ-ˈɡenəŋ
sky	piɾí	<kakeruáke>, <matruaríke>	kanʧiˈkjama	kuʔˈnawa	alˈnobə
wind	ũpìʃ-ká 	<buníte>	burta	ˈbuntikənɨ	ˈmul-kəldə
snow	tokòsã́	<damöngán>	dɨm	ʤən	nuˈwabi
ice	⊘	⊘	dɨmɨ-nɡɨna	ˈʤwabu	nəbbuˈɡəldə
smoke	ũ̀h-, -wã̀s-ká 	<súta>	suta	ˈzaʧa	ĩhiˈa
fire	tã́jbɾí, tẽ̀ːwa (~ tã̀jwa) 	<guié>	ɡie	ɡei	ɡukˈsẽ
ash	tikó (~ tokó), tokó 	<bun>	bɨn	ˈbun-zə-ɡa	ˈmuldi
to burn	sàh-/sàjh- (intransitive) 	⊘	puʒ-i, ɡaʃ-i 	aʔˈnes-ən, ˈpun-ən	ˈpuld-i, ˈjoʃ-ĩ 
road	tàːh-á/taʔaha, tàʔah-a (~ tàːha) 	<unguekoköna>	inɡuna	ˈinɡwənɨ	hiũŋɡulda
mountain	ʃòːk-ká, wàhá 	⊘	kɨn-kɨna	ˈɡwirkənɨ, ˈɡwirkənən	ˈɡaxa, ɡuˈinue 
red	pã̀wã, √ táʔ- 	<yikánka>	ɨnzisi	ziʔ	əˈʦɨʃi
green	sáʔká, waɾáʔ	<atahkáye>	ˈitiki	ʧikiˈruru	əˈtaʃi
yellow	sèːwa 	⊘	kɨʃkwama 	ˈʧəmmi	əˈʦɨʃi 
white	bíːsa-, kabísa, kamàːsá	⊘	ambɨnʃi 	ˈbunsi kawa 	aˈbuʧi 
black	sã̀wk-wá, sõ̀kwá 	<niakönke>	amɨkʃi 	twi kawa 	aˈbəksɨ 
night	kàki	<chinke>	ʃe	ˈsei.aʔ	ˈse-sɨŋ
day	ã̀ː, kù-, pan-, †aha, †hak, †haʔá 	<andüi>	duˈia	ˈʤwi.aʔ	niˈũwi, niˈũwi-sɨŋ 
year	kwih-á 	<kögui>	kɨɡɡi	ˈkəɡɡi	ˈkaɡɡi
warm	nãjhnã́jna, taòkwa 	<uinanyéne>	wi a-anʒɨn-ɡa	ˈwiwi kawa 	ɡuˈaŋɡua
cold	 √ sẽ́-, sẽ́wá, tajsa 	<fúre>	se	kɨ kawa 	suˈi 
full	ã́jɲã 	<kunáni>	kut	ˈkoʔo	hiˈəldə
new	ìʔká, wàjʔkaʔ (~ wàʔikaʔ, Carbón dialect)	⊘	ambɨˈsi	aˈbitti	aˈbisə 
old	ámã̀ʔa, amú(ː)ktá, múkta, 	<ahtöna>	ɨttɨna 	aˈʧənna	duˈeba 
	 √ ʃùwa, ʃúwaɾa, wàɾkí 				
good	ã́jh-, ã́jhjã, ã́jɲã 	<sukankanáu>	ˈzu-nɨn-ka	du kawa 	ˈhənʃiʒe
bad	 √ wàɾku-, wàɾkwa 	<nononéka>	wandua nɨn-ka	du na-ʔ neika 	ˈʃane
rotten	bòkti, kamà 	<nonoarihchín>	pɨkaˈn-a-nɨn-ka	pəkˈkənna	ɡəlˈdu-ne
dirty	akàwɾí, íʃpatakíʔ-wa, kakínàkí, páɾtãw, wàra 	<tin-anayüne>	wandu-ˈkwa-i-ɡa	twi	ˈnusa-ɡə-ʦe (nusa aɡ-ˈɡa-ʦe) 
straight	jàstí, jéstí 	⊘	sɨk-ˈkwa-i-ɡa	ta	hiˈən
round	wiʃĩ̀h- 	<dörönönke>	ɨnduru 	ˈkokoro	ahuiˈnĩ
sharp (as a knife)	píspísta, tasíkje 	⊘	a-mbi-kuˈm-a-nɨn-ka	ɡei aʔˈzɨna 	ˈhauwə-ne
dull (as a knife)	butùkti, -súk-ká 	⊘	bitu ni aˈw-a-nɨn-ka 	ɡeiˈaʔza-ʔ neika 	ˈhauwa-ˈʒə-ne
smooth	 √ sùɾ- 	⊘	suru ˈkwa-i-ɡa 	ʒən	ˈsulduk 
wet	 √ màs-, mã̀hmã̀jh-na, †kiniʃí 	⊘	twirin-a-nɨn-ka	tɨ na 	nuˈanə-ne
dry	ahájna, a(ː)ɾá(ː)ni 	⊘	ˈʒita, haˈn-a-nɨn-ka 	ˈʤomɨ	ˈkana-ne
correct	awàkkán	⊘	nɨnaie	ta, ˈta-kɨʧɨ 	hiˈən
near	bàːk-í 	<mohteyéne>	kɨsˈwi	məˈʧei	akˈjo ˈzeŋ 
far	kã̀ːɾa-, pitèntá, tã́jhíː 	⊘	maˈra-ʒa-nek-ka 	ˈpeikɨ 	məlˈde ˈzeŋ-kə 
right	-ã́jɲãʔã, jéstí 	⊘	zu-nɨn-ka	ˈdu-riɡən	aˈsẽʒi
left	-jáɾwiʔ	<surdétu>	no-ˈnɨn-ka 	ˈɡənsin	alduˈsani
at	-jã́ (Holt 1999:32)	⊘	⊘	 -ekɨ	 -xa
in	asàʔakán	⊘	⊘	 -seʔ	 -ˈaldi
with	-jó, -wá (Holt 1999:33, 64)	⊘	winɨn	sin	ˈnaʃ-ĩ
and	⊘	⊘	⊘	⊘	⊘
if	-mãʔ (Holt 1999:70)	<kuá>	⊘	⊘	⊘
because	-ɾás (Holt 1999:71)	⊘	⊘	⊘	⊘
name	-pĩ́ː ~ -pĩ́ʔi 	⊘	ʒ-a-ɡ-i-nuk-ka	ˈzaʔki ˈnuɡa	axa-ˈʒuk-ka
